,geo_code,geo_label,nearest_main_bua,nearest_sub_bua
26879,E01003526,Newham 018E,75.0,11.0
26880,E01003527,Newham 024B,81.0,11.0
26881,E01003524,Newham 019D,76.0,15.0
26882,E01003525,Newham 018D,75.0,13.0
26883,E01003522,Newham 018C,71.0,16.0
26884,E01003523,Newham 024A,78.0,0.0
26885,E01003520,Newham 018A,68.0,17.0
26886,E01003521,Newham 018B,71.0,10.0
26887,E01003528,Newham 005A,73.0,25.0
26888,E01003529,Newham 010A,68.0,20.0
26889,E01033494,Islington 006G,44.0,18.0
26890,E01033493,Islington 006F,48.0,21.0
26891,E01033492,Islington 011I,46.0,19.0
26892,E01033491,Islington 011H,36.0,17.0
26893,E01033490,Islington 022H,55.0,18.0
26894,E01000936,Camden 024A,53.0,22.0
26895,E01000937,Camden 025B,49.0,20.0
26896,E01001305,Ealing 035C,63.0,24.0
26897,E01001384,Ealing 032C,61.0,18.0
26898,E01001302,Ealing 039C,68.0,25.0
26899,E01001383,Ealing 028D,59.0,21.0
26900,E01001303,Ealing 032A,64.0,20.0
26901,E01001382,Ealing 032B,64.0,20.0
26902,E01001300,Ealing 039A,66.0,22.0
26903,E01001381,Ealing 034D,67.0,26.0
26904,E01001301,Ealing 039B,65.0,19.0
26905,E01001380,Ealing 040C,65.0,27.0
26906,E01001308,Ealing 002B,47.0,20.0
26907,E01001389,Ealing 028F,56.0,16.0
26908,E01001309,Ealing 001C,52.0,33.0
26909,E01001388,Ealing 028E,57.0,15.0
26910,E01001266,Ealing 006B,56.0,38.0
26911,E01001267,Ealing 006C,59.0,37.0
26912,E01001264,Ealing 010E,61.0,42.0
26913,E01001265,Ealing 006A,58.0,40.0
26914,E01001262,Ealing 010C,56.0,43.0
26915,E01001263,Ealing 010D,56.0,42.0
26916,E01001260,Ealing 012B,61.0,32.0
26917,E01001261,Ealing 012C,58.0,30.0
26918,E01001268,Ealing 012D,64.0,39.0
26919,E01001269,Ealing 001A,52.0,30.0
26920,E01003256,Lewisham 028A,80.0,26.0
26921,E01003257,Lewisham 028B,82.0,27.0
26922,E01003254,Lewisham 021A,73.0,28.0
26923,E01003255,Lewisham 021B,76.0,23.0
26924,E01003252,Lewisham 002D,75.0,33.0
26925,E01003253,Lewisham 002E,73.0,30.0
26926,E01003250,Lewisham 001E,68.0,30.0
26927,E01003251,Lewisham 002C,74.0,31.0
26928,E01003258,Lewisham 028C,89.0,33.0
26929,E01003259,Lewisham 028D,87.0,31.0
26930,E01033587,Barking and Dagenham 021E,89.0,14.0
26931,E01033586,Newham 013H,62.0,35.0
26932,E01033585,Newham 034J,64.0,31.0
26933,E01033584,Newham 034I,72.0,38.0
26934,E01033583,Newham 013G,55.0,31.0
26935,E01033582,Newham 037H,83.0,28.0
26936,E01033581,Newham 037G,75.0,20.0
26937,E01033580,Newham 037F,71.0,28.0
26938,E01033589,Redbridge 030H,66.0,10.0
26939,E01033588,Barking and Dagenham 021F,90.0,16.0
26940,E01001556,Enfield 035E,50.0,22.0
26941,E01001557,Enfield 033D,61.0,35.0
26942,E01001554,Enfield 037C,57.0,31.0
26943,E01001555,Enfield 033C,56.0,33.0
26944,E01001552,Enfield 001D,89.0,45.0
26945,E01001550,Enfield 006E,83.0,37.0
26946,E01001551,Enfield 002E,85.0,41.0
26947,E01001558,Enfield 033E,53.0,29.0
26948,E01003506,Newham 034D,70.0,35.0
26949,E01003587,Newham 004C,66.0,23.0
26950,E01001559,Enfield 033F,58.0,31.0
26951,E01003507,Newham 031A,71.0,26.0
26952,E01003586,Newham 003C,66.0,22.0
26953,E01003585,Newham 004B,67.0,20.0
26954,E01003584,Newham 003B,64.0,22.0
26955,E01003583,Newham 002D,72.0,20.0
26956,E01003503,Newham 030D,65.0,30.0
26957,E01003582,Newham 002C,72.0,19.0
26958,E01003500,Newham 027C,70.0,37.0
26959,E01003581,Newham 002B,69.0,17.0
26960,E01003501,Newham 030B,70.0,28.0
26961,E01003580,Newham 005D,76.0,24.0
26962,E01003508,Newham 031B,69.0,27.0
26963,E01003589,Newham 011E,72.0,28.0
26964,E01003509,Newham 031C,72.0,30.0
26965,E01003588,Newham 011D,68.0,25.0
26966,E01033464,Brent 010F,51.0,34.0
26967,E01002976,Kingston upon Thames 015A,81.0,36.0
26968,E01002977,Kingston upon Thames 012B,74.0,38.0
26969,E01002974,Kingston upon Thames 005E,62.0,17.0
26970,E01002975,Kingston upon Thames 012A,72.0,40.0
26971,E01002972,Kingston upon Thames 005D,58.0,11.0
26972,E01002973,Kingston upon Thames 006E,69.0,22.0
26973,E01002970,Kingston upon Thames 006D,65.0,18.0
26974,E01002971,Kingston upon Thames 005C,58.0,12.0
26975,E01002978,Kingston upon Thames 015B,73.0,29.0
26976,E01002979,Kingston upon Thames 015C,75.0,37.0
26977,E01000916,Camden 027B,55.0,22.0
26978,E01000997,Croydon 009D,77.0,32.0
26979,E01003466,Merton 020A,69.0,33.0
26980,E01000917,Camden 027C,56.0,22.0
26981,E01000996,Croydon 009C,78.0,35.0
26982,E01001290,Ealing 022D,53.0,21.0
26983,E01001299,Ealing 035B,63.0,25.0
26984,E01001219,Ealing 029A,57.0,36.0
26985,E01001298,Ealing 017E,52.0,32.0
26986,E01001576,Greenwich 003B,100.0,31.0
26987,E01001577,Greenwich 003C,98.0,30.0
26988,E01001574,Greenwich 008D,102.0,32.0
26989,E01001575,Greenwich 003A,101.0,31.0
26990,E01001572,Greenwich 008B,96.0,28.0
26991,E01001573,Greenwich 008C,96.0,27.0
26992,E01001570,Enfield 026E,57.0,21.0
26993,E01001794,Hackney 011C,66.0,22.0
26994,E01001712,Greenwich 004D,82.0,15.0
26995,E01001793,Hackney 011B,70.0,25.0
26996,E01001713,Greenwich 005E,85.0,21.0
26997,E01001792,Hackney 011A,66.0,24.0
26998,E01001710,Greenwich 005D,86.0,15.0
26999,E01001791,Hackney 015D,69.0,24.0
27000,E01001711,Greenwich 004C,86.0,22.0
27001,E01001790,Hackney 013D,71.0,24.0
27002,E01001718,Hackney 007D,45.0,17.0
27003,E01001799,Hackney 003A,56.0,26.0
27004,E01001719,Hackney 007E,49.0,20.0
27005,E01001798,Hackney 028A,63.0,20.0
27006,E01001676,Greenwich 033C,94.0,24.0
27007,E01001677,Greenwich 006E,94.0,24.0
27008,E01001674,Greenwich 006C,97.0,27.0
27009,E01001675,Greenwich 006D,91.0,21.0
27010,E01001672,Greenwich 006A,91.0,21.0
27011,E01001673,Greenwich 006B,88.0,18.0
27012,E01001671,Greenwich 033B,100.0,25.0
27013,E01001678,Greenwich 017A,104.0,29.0
27014,E01001679,Greenwich 020A,100.0,20.0
27015,E01003626,Newham 015B,70.0,18.0
27016,E01003627,Newham 015C,72.0,13.0
27017,E01003624,Newham 024E,78.0,3.0
27018,E01003625,Newham 015A,75.0,18.0
27019,E01003623,Newham 023E,80.0,8.0
27020,E01003621,Newham 023C,77.0,10.0
27021,E01003629,Newham 015E,70.0,13.0
27022,E01000146,Barnet 038D,33.0,33.0
27023,E01000147,Barnet 030A,54.0,41.0
27024,E01000144,Barnet 038C,33.0,33.0
27025,E01000145,Barnet 037A,38.0,38.0
27026,E01000142,Barnet 040B,46.0,36.0
27027,E01000143,Barnet 041D,45.0,33.0
27028,E01000140,Barnet 041C,37.0,37.0
27029,E01000141,Barnet 039A,45.0,32.0
27030,E01000148,Barnet 030B,55.0,38.0
27031,E01002136,Harrow 027B,44.0,13.0
27032,E01002137,Harrow 029D,43.0,12.0
27033,E01002134,Harrow 029B,50.0,22.0
27034,E01002135,Harrow 029C,45.0,23.0
27035,E01002132,Harrow 029A,45.0,19.0
27036,E01002133,Harrow 027A,40.0,17.0
27037,E01004136,Sutton 003E,88.0,29.0
27038,E01002130,Harrow 020B,46.0,15.0
27039,E01004137,Sutton 012A,83.0,10.0
27040,E01002131,Harrow 023D,49.0,19.0
27041,E01004134,Sutton 003C,83.0,25.0
27042,E01004135,Sutton 003D,86.0,20.0
27043,E01004132,Sutton 009D,91.0,28.0
27044,E01004133,Sutton 009E,92.0,25.0
27045,E01004130,Sutton 003A,88.0,22.0
27046,E01004131,Sutton 003B,90.0,26.0
27047,E01002138,Harrow 027C,46.0,17.0
27048,E01003117,Lambeth 029B,77.0,20.0
27049,E01003195,Lewisham 029C,85.0,17.0
27050,E01003114,Lambeth 032B,79.0,29.0
27051,E01003194,Lewisham 029B,81.0,14.0
27052,E01003115,Lambeth 034A,78.0,28.0
27053,E01003193,Lewisham 029A,86.0,19.0
27054,E01003112,Lambeth 002E,59.0,23.0
27055,E01003192,Lewisham 034D,91.0,23.0
27056,E01003113,Lambeth 032A,79.0,27.0
27057,E01003191,Lewisham 034C,87.0,24.0
27058,E01003110,Lambeth 002C,59.0,25.0
27059,E01003190,Lewisham 034B,83.0,23.0
27060,E01003111,Lambeth 002D,60.0,26.0
27061,E01003199,Lewisham 007A,81.0,27.0
27062,E01003118,Lambeth 029C,79.0,23.0
27063,E01003198,Lewisham 009A,80.0,27.0
27064,E01003119,Lambeth 032C,78.0,25.0
27065,E01003076,Lambeth 014C,76.0,22.0
27066,E01003077,Lambeth 014D,72.0,20.0
27067,E01003074,Lambeth 018E,73.0,11.0
27068,E01003075,Lambeth 009C,76.0,24.0
27069,E01003072,Lambeth 014A,82.0,24.0
27070,E01003073,Lambeth 014B,76.0,26.0
27071,E01003070,Lambeth 033E,84.0,35.0
27072,E01003078,Lambeth 014E,81.0,27.0
27073,E01003079,Lambeth 027A,84.0,25.0
27074,E01001097,Croydon 037E,60.0,25.0
27075,E01001016,Croydon 041B,72.0,41.0
27076,E01001096,Croydon 037D,74.0,28.0
27077,E01001017,Croydon 043A,71.0,44.0
27078,E01001095,Croydon 031D,69.0,21.0
27079,E01001014,Croydon 024A,65.0,8.0
27080,E01001094,Croydon 038E,77.0,39.0
27081,E01001015,Croydon 041A,67.0,40.0
27082,E01001093,Croydon 037C,71.0,27.0
27083,E01001012,Croydon 020A,64.0,18.0
27084,E01001092,Croydon 037B,73.0,35.0
27085,E01001013,Croydon 020B,64.0,16.0
27086,E01001091,Croydon 004E,85.0,38.0
27087,E01001090,Croydon 004D,82.0,38.0
27088,E01001011,Croydon 019E,66.0,19.0
27089,E01001099,Croydon 040D,70.0,34.0
27090,E01001018,Croydon 044A,82.0,49.0
27091,E01001098,Croydon 037F,71.0,36.0
27092,E01001019,Croydon 044B,71.0,43.0
27093,E01033327,Lewisham 012F,77.0,16.0
27094,E01033324,Lewisham 008E,71.0,28.0
27095,E01033325,Lewisham 008F,76.0,31.0
27096,E01033322,Lewisham 017F,74.0,20.0
27097,E01033320,Lewisham 017E,80.0,19.0
27098,E01001376,Ealing 040B,67.0,25.0
27099,E01001377,Ealing 034B,69.0,23.0
27100,E01001374,Ealing 040A,66.0,27.0
27101,E01001375,Ealing 034A,69.0,26.0
27102,E01001372,Ealing 037F,53.0,29.0
27103,E01001373,Ealing 037G,50.0,26.0
27104,E01001370,Ealing 037D,54.0,30.0
27105,E01001371,Ealing 037E,55.0,31.0
27106,E01003326,Lewisham 035A,85.0,26.0
27107,E01001379,Ealing 034C,70.0,29.0
27108,E01003327,Lewisham 035B,82.0,26.0
27109,E01003324,Lewisham 020E,81.0,8.0
27110,E01003325,Lewisham 018D,84.0,12.0
27111,E01003322,Lewisham 020D,82.0,13.0
27112,E01003323,Lewisham 018C,81.0,15.0
27113,E01003320,Lewisham 018B,85.0,14.0
27114,E01003321,Lewisham 020C,76.0,10.0
27115,E01003328,Lewisham 035C,82.0,32.0
27116,E01003329,Lewisham 033A,83.0,32.0
27117,E01001226,Ealing 019C,54.0,14.0
27118,E01001227,Ealing 019D,59.0,18.0
27119,E01001224,Ealing 019B,60.0,20.0
27120,E01001225,Ealing 020C,50.0,8.0
27121,E01001222,Ealing 019A,55.0,14.0
27122,E01001223,Ealing 020B,55.0,14.0
27123,E01001220,Ealing 029B,59.0,35.0
27124,E01001221,Ealing 020A,49.0,0.0
27125,E01001228,Ealing 019E,54.0,12.0
27126,E01001229,Ealing 031A,65.0,18.0
27127,E01003216,Lewisham 025A,87.0,13.0
27128,E01003297,Lewisham 003A,70.0,31.0
27129,E01003217,Lewisham 022A,87.0,14.0
27130,E01003296,Lewisham 012E,76.0,26.0
27131,E01003214,Lewisham 008D,72.0,27.0
27132,E01003295,Lewisham 017D,75.0,19.0
27133,E01003215,Lewisham 005E,68.0,26.0
27134,E01003212,Lewisham 005D,73.0,31.0
27135,E01003293,Lewisham 017B,78.0,15.0
27136,E01003213,Lewisham 008C,74.0,30.0
27137,E01003292,Lewisham 017A,73.0,19.0
27138,E01003210,Lewisham 005C,74.0,28.0
27139,E01003291,Lewisham 012D,77.0,15.0
27140,E01003211,Lewisham 008B,72.0,28.0
27141,E01003290,Lewisham 012C,76.0,23.0
27142,E01003218,Lewisham 022B,88.0,17.0
27143,E01003299,Lewisham 003B,71.0,31.0
27144,E01003219,Lewisham 025B,92.0,19.0
27145,E01003298,Lewisham 039A,73.0,33.0
27146,E01033576,Newham 034H,69.0,34.0
27147,E01003305,Lewisham 003E,69.0,30.0
27148,E01003384,Merton 009E,59.0,17.0
27149,E01003302,Lewisham 003D,63.0,24.0
27150,E01003383,Merton 009D,56.0,15.0
27151,E01003303,Lewisham 039C,66.0,24.0
27152,E01003382,Merton 011B,63.0,26.0
27153,E01003300,Lewisham 039B,74.0,32.0
27154,E01003381,Merton 016B,58.0,22.0
27155,E01003301,Lewisham 003C,73.0,34.0
27156,E01003380,Merton 011A,65.0,26.0
27157,E01003308,Lewisham 024B,76.0,14.0
27158,E01003389,Merton 013C,74.0,33.0
27159,E01003309,Lewisham 027A,83.0,25.0
27160,E01003388,Merton 013B,75.0,33.0
27161,E01003266,Lewisham 031C,89.0,36.0
27162,E01003267,Lewisham 031D,89.0,35.0
27163,E01003264,Lewisham 031A,83.0,32.0
27164,E01003265,Lewisham 031B,80.0,30.0
27165,E01003262,Lewisham 021E,72.0,28.0
27166,E01003263,Lewisham 023A,83.0,31.0
27167,E01003260,Lewisham 021C,65.0,26.0
27168,E01003261,Lewisham 021D,68.0,29.0
27169,E01003268,Lewisham 023B,85.0,26.0
27170,E01003269,Lewisham 023C,86.0,30.0
27171,E01001206,Ealing 018C,66.0,27.0
27172,E01001287,Ealing 016F,65.0,30.0
27173,E01001207,Ealing 018D,56.0,19.0
27174,E01001286,Ealing 016E,62.0,25.0
27175,E01001204,Ealing 018A,61.0,22.0
27176,E01001285,Ealing 016D,62.0,27.0
27177,E01001205,Ealing 018B,61.0,22.0
27178,E01001202,Ealing 025C,63.0,21.0
27179,E01001283,Ealing 016C,64.0,28.0
27180,E01001203,Ealing 025D,64.0,21.0
27181,E01001282,Ealing 016B,66.0,29.0
27182,E01001200,Ealing 025A,65.0,24.0
27183,E01001281,Ealing 013D,59.0,19.0
27184,E01001201,Ealing 025B,68.0,26.0
27185,E01001280,Ealing 011D,58.0,21.0
27186,E01001208,Ealing 018E,61.0,21.0
27187,E01001289,Ealing 022C,56.0,23.0
27188,E01001209,Ealing 013A,60.0,19.0
27189,E01001288,Ealing 022B,57.0,23.0
27190,E01001566,Enfield 029E,49.0,28.0
27191,E01001567,Enfield 022C,56.0,26.0
27192,E01001564,Enfield 022B,55.0,22.0
27193,E01001565,Enfield 029D,53.0,26.0
27194,E01002371,Havering 028D,84.0,46.0
27195,E01004374,Waltham Forest 025C,64.0,29.0
27196,E01004375,Waltham Forest 025D,63.0,23.0
27197,E01004372,Waltham Forest 023C,63.0,26.0
27198,E01004373,Waltham Forest 025B,60.0,20.0
27199,E01004370,Waltham Forest 023B,58.0,22.0
27200,E01004371,Waltham Forest 025A,62.0,27.0
27201,E01002378,Havering 010E,63.0,35.0
27202,E01002379,Havering 012D,52.0,20.0
27203,E01004378,Waltham Forest 010D,72.0,26.0
27204,E01004379,Waltham Forest 007A,71.0,24.0
27205,E01000316,Barnet 027E,21.0,21.0
27206,E01000317,Barnet 019D,26.0,26.0
27207,E01000396,Bexley 018C,96.0,34.0
27208,E01000314,Barnet 032F,45.0,41.0
27209,E01000395,Bexley 018B,98.0,31.0
27210,E01000315,Barnet 022F,30.0,30.0
27211,E01000394,Bexley 015E,98.0,19.0
27212,E01000312,Barnet 036E,55.0,37.0
27213,E01000393,Bexley 020G,104.0,21.0
27214,E01000313,Barnet 036F,48.0,36.0
27215,E01000392,Bexley 016B,103.0,26.0
27216,E01000310,Barnet 034C,43.0,43.0
27217,E01000391,Bexley 021E,109.0,35.0
27218,E01000311,Barnet 034D,37.0,37.0
27219,E01000390,Bexley 020F,107.0,25.0
27220,E01000318,Barnet 019E,25.0,25.0
27221,E01000399,Bexley 029B,98.0,29.0
27222,E01000319,Barnet 027F,23.0,23.0
27223,E01000398,Bexley 029A,101.0,29.0
27224,E01000276,Barnet 020A,40.0,40.0
27225,E01000277,Barnet 012B,33.0,33.0
27226,E01000274,Barnet 011C,40.0,22.0
27227,E01000275,Barnet 012A,39.0,39.0
27228,E01000273,Barnet 008C,37.0,30.0
27229,E01000270,Barnet 005D,45.0,36.0
27230,E01000271,Barnet 008A,40.0,32.0
27231,E01000278,Barnet 020B,40.0,40.0
27232,E01000279,Barnet 007C,51.0,38.0
27233,E01002226,Harrow 001D,66.0,37.0
27234,E01000753,Bromley 031A,92.0,46.0
27235,E01000750,Bromley 036B,97.0,46.0
27236,E01000751,Bromley 036C,97.0,40.0
27237,E01000758,Bromley 031E,90.0,49.0
27238,E01002706,Islington 023E,58.0,20.0
27239,E01002787,Islington 010E,39.0,22.0
27240,E01000759,Bromley 034A,98.0,44.0
27241,E01002707,Islington 022B,59.0,19.0
27242,E01002786,Islington 010D,34.0,23.0
27243,E01002785,Islington 008B,31.0,25.0
27244,E01002784,Islington 010C,37.0,19.0
27245,E01002702,Islington 023B,61.0,21.0
27246,E01003467,Merton 020B,68.0,32.0
27247,E01000914,Camden 028B,50.0,21.0
27248,E01000995,Croydon 009B,80.0,33.0
27249,E01003464,Merton 002C,72.0,27.0
27250,E01000915,Camden 027A,52.0,22.0
27251,E01000994,Croydon 009A,80.0,38.0
27252,E01003465,Merton 002D,68.0,18.0
27253,E01000912,Camden 001D,34.0,17.0
27254,E01000993,Croydon 021D,66.0,25.0
27255,E01003462,Merton 002B,69.0,26.0
27256,E01000913,Camden 001E,26.0,26.0
27257,E01000992,Croydon 014A,67.0,26.0
27258,E01003463,Merton 010E,69.0,29.0
27259,E01000910,Camden 003A,34.0,21.0
27260,E01000991,Croydon 018B,79.0,38.0
27261,E01003460,Merton 002A,67.0,22.0
27262,E01000911,Camden 003B,34.0,20.0
27263,E01000990,Croydon 045A,69.0,28.0
27264,E01003461,Merton 004E,59.0,13.0
27265,E01000918,Camden 028C,49.0,20.0
27266,E01000999,Croydon 009E,76.0,31.0
27267,E01003468,Merton 020C,70.0,32.0
27268,E01000919,Camden 028D,52.0,22.0
27269,E01000998,Croydon 010A,75.0,32.0
27270,E01003469,Merton 020D,67.0,30.0
27271,E01001406,Enfield 015B,67.0,16.0
27272,E01001487,Enfield 023C,66.0,29.0
27273,E01001407,Enfield 005A,82.0,33.0
27274,E01001486,Enfield 025C,69.0,34.0
27275,E01001404,Enfield 026A,62.0,26.0
27276,E01001405,Enfield 015A,68.0,7.0
27277,E01001484,Enfield 016C,73.0,32.0
27278,E01001402,Enfield 021D,60.0,16.0
27279,E01001483,Enfield 025A,74.0,35.0
27280,E01001403,Enfield 021E,63.0,15.0
27281,E01001482,Enfield 023B,70.0,34.0
27282,E01001400,Enfield 021C,66.0,15.0
27283,E01001481,Enfield 018C,75.0,37.0
27284,E01001401,Enfield 016A,64.0,20.0
27285,E01001480,Enfield 024D,69.0,30.0
27286,E01001408,Enfield 004A,67.0,18.0
27287,E01001489,Enfield 023D,69.0,31.0
27288,E01001409,Enfield 005B,76.0,28.0
27289,E01001488,Enfield 024E,65.0,26.0
27290,E01000876,Camden 013B,53.0,27.0
27291,E01000877,Camden 005E,43.0,32.0
27292,E01000874,Camden 005D,43.0,29.0
27293,E01000875,Camden 013A,53.0,30.0
27294,E01000872,Camden 005B,52.0,33.0
27295,E01000873,Camden 005C,48.0,34.0
27296,E01000870,Camden 009B,40.0,10.0
27297,E01000871,Camden 005A,49.0,37.0
27298,E01000878,Camden 004A,44.0,31.0
27299,E01002826,Kensington and Chelsea 008C,49.0,8.0
27300,E01000879,Camden 004B,46.0,26.0
27301,E01002827,Kensington and Chelsea 008D,45.0,13.0
27302,E01002824,Kensington and Chelsea 008A,49.0,9.0
27303,E01002825,Kensington and Chelsea 008B,51.0,6.0
27304,E01002822,Kensington and Chelsea 016B,58.0,18.0
27305,E01002823,Kensington and Chelsea 014B,60.0,20.0
27306,E01002820,Kensington and Chelsea 016A,56.0,19.0
27307,E01002821,Kensington and Chelsea 014A,58.0,18.0
27308,E01002828,Kensington and Chelsea 008E,46.0,11.0
27309,E01002829,Kensington and Chelsea 004A,50.0,26.0
27310,E01001767,Hackney 010D,63.0,19.0
27311,E01001764,Hackney 010A,62.0,23.0
27312,E01001765,Hackney 010B,65.0,25.0
27313,E01001762,Hackney 017D,61.0,14.0
27314,E01001763,Hackney 020C,64.0,13.0
27315,E01001760,Hackney 017C,57.0,12.0
27316,E01001761,Hackney 016F,60.0,16.0
27317,E01001768,Hackney 006D,64.0,25.0
27318,E01001769,Hackney 006E,62.0,24.0
27319,E01003756,Redbridge 023C,71.0,19.0
27320,E01000207,Barnet 033C,21.0,21.0
27321,E01000286,Barnet 007E,57.0,49.0
27322,E01000204,Barnet 025C,34.0,34.0
27323,E01000285,Barnet 004A,61.0,51.0
27324,E01000205,Barnet 035A,20.0,20.0
27325,E01000284,Barnet 012D,29.0,29.0
27326,E01000202,Barnet 028D,28.0,28.0
27327,E01000283,Barnet 012C,43.0,39.0
27328,E01000203,Barnet 028E,24.0,24.0
27329,E01000282,Barnet 008E,36.0,29.0
27330,E01000200,Barnet 028B,31.0,31.0
27331,E01000281,Barnet 008D,40.0,29.0
27332,E01000201,Barnet 028C,28.0,28.0
27333,E01000280,Barnet 007D,43.0,32.0
27334,E01000208,Barnet 033D,11.0,11.0
27335,E01000289,Barnet 004D,54.0,44.0
27336,E01000209,Barnet 035B,26.0,26.0
27337,E01000288,Barnet 004C,48.0,39.0
27338,E01000566,Brent 008C,57.0,22.0
27339,E01000567,Brent 016A,55.0,21.0
27340,E01000565,Brent 013B,50.0,18.0
27341,E01000562,Brent 008A,53.0,24.0
27342,E01000563,Brent 008B,53.0,23.0
27343,E01000560,Brent 023D,54.0,29.0
27344,E01000561,Brent 023E,53.0,28.0
27345,E01000568,Brent 008D,40.0,11.0
27346,E01002556,Hounslow 022B,77.0,35.0
27347,E01000569,Brent 008E,54.0,19.0
27348,E01002557,Hounslow 023A,72.0,32.0
27349,E01002554,Hillingdon 022F,28.0,28.0
27350,E01002555,Hounslow 022A,68.0,29.0
27351,E01002552,Hillingdon 025D,30.0,30.0
27352,E01002553,Hillingdon 025E,28.0,28.0
27353,E01004556,Wandsworth 009B,61.0,28.0
27354,E01002550,Hillingdon 022E,32.0,32.0
27355,E01004557,Wandsworth 015B,62.0,28.0
27356,E01002551,Hillingdon 025C,28.0,28.0
27357,E01004554,Wandsworth 009A,60.0,26.0
27358,E01004555,Wandsworth 017E,66.0,32.0
27359,E01004552,Wandsworth 008C,55.0,22.0
27360,E01004553,Wandsworth 015A,56.0,22.0
27361,E01004550,Wandsworth 017D,69.0,39.0
27362,E01004551,Wandsworth 012E,48.0,19.0
27363,E01002558,Hounslow 023B,75.0,35.0
27364,E01002559,Hounslow 023C,77.0,37.0
27365,E01004558,Wandsworth 015C,64.0,31.0
27366,E01004559,Wandsworth 015D,64.0,32.0
27367,E01003976,Southwark 003A,62.0,6.0
27368,E01003977,Southwark 010A,60.0,14.0
27369,E01003974,Southwark 015E,71.0,25.0
27370,E01003975,Southwark 004A,61.0,8.0
27371,E01003972,Southwark 016D,69.0,24.0
27372,E01003973,Southwark 016E,67.0,26.0
27373,E01003970,Southwark 016C,71.0,28.0
27374,E01003971,Southwark 015D,71.0,24.0
27375,E01003978,Southwark 004B,63.0,12.0
27376,E01003979,Southwark 006E,65.0,12.0
27377,E01001916,Hammersmith and Fulham 024B,64.0,23.0
27378,E01001997,Haringey 014D,17.0,17.0
27379,E01001917,Hammersmith and Fulham 018C,71.0,22.0
27380,E01001996,Haringey 014C,21.0,21.0
27381,E01001914,Hammersmith and Fulham 014D,58.0,16.0
27382,E01001995,Haringey 017D,22.0,22.0
27383,E01001915,Hammersmith and Fulham 024A,71.0,25.0
27384,E01001994,Haringey 030A,12.0,12.0
27385,E01001912,Hammersmith and Fulham 015E,63.0,22.0
27386,E01001993,Haringey 017C,11.0,11.0
27387,E01001913,Hammersmith and Fulham 014C,65.0,23.0
27388,E01001992,Haringey 017B,6.0,6.0
27389,E01001910,Hammersmith and Fulham 014B,58.0,15.0
27390,E01001991,Haringey 017A,13.0,13.0
27391,E01001911,Hammersmith and Fulham 015D,61.0,19.0
27392,E01001990,Haringey 034C,29.0,25.0
27393,E01001918,Hammersmith and Fulham 018D,71.0,24.0
27394,E01001999,Haringey 023B,44.0,15.0
27395,E01001919,Hammersmith and Fulham 018E,74.0,27.0
27396,E01001998,Haringey 023A,39.0,12.0
27397,E01000456,Bexley 013E,106.0,26.0
27398,E01000457,Bexley 026D,92.0,41.0
27399,E01000454,Bexley 013C,106.0,32.0
27400,E01000535,Brent 031F,61.0,24.0
27401,E01000532,Brent 033C,53.0,23.0
27402,E01000533,Brent 031E,67.0,26.0
27403,E01000530,Brent 033A,61.0,30.0
27404,E01000531,Brent 033B,57.0,26.0
27405,E01000538,Brent 004B,55.0,26.0
27406,E01000539,Brent 004C,49.0,20.0
27407,E01001956,Hammersmith and Fulham 003B,65.0,26.0
27408,E01001957,Hammersmith and Fulham 002B,58.0,27.0
27409,E01001954,Hammersmith and Fulham 003A,61.0,24.0
27410,E01001955,Hammersmith and Fulham 002A,63.0,29.0
27411,E01001952,Hammersmith and Fulham 024D,67.0,22.0
27412,E01001953,Hammersmith and Fulham 021F,64.0,24.0
27413,E01001950,Hammersmith and Fulham 021D,64.0,28.0
27414,E01001951,Hammersmith and Fulham 021E,66.0,27.0
27415,E01001958,Hammersmith and Fulham 002C,59.0,27.0
27416,E01001959,Hammersmith and Fulham 003C,64.0,29.0
27417,E01003987,Southwark 011B,63.0,24.0
27418,E01003906,Richmond upon Thames 010B,80.0,22.0
27419,E01003986,Southwark 011A,67.0,28.0
27420,E01003907,Richmond upon Thames 010C,84.0,27.0
27421,E01003904,Richmond upon Thames 015G,84.0,28.0
27422,E01003984,Southwark 023A,63.0,24.0
27423,E01003905,Richmond upon Thames 010A,83.0,24.0
27424,E01003983,Southwark 018A,69.0,28.0
27425,E01003902,Richmond upon Thames 015E,88.0,33.0
